Employee_Wage_Id,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,Employee_Id
1468,87485.0,Year,II,92000.0,0.0,Year,10001
1469,56181.0,Year,II,56181.0,61000.0,Year,10002
1470,59238.0,Year,I,60000.0,0.0,Year,10003
1471,53851.0,Year,I,56160.0,0.0,Year,10004
1472,70325.0,Year,II,70325.0,0.0,Year,10005
1473,90730.0,Year,II,90730.0,115898.0,Year,10006
1474,104291.0,Year,I,130000.0,0.0,Year,10007
1475,69888.0,Year,II,90000.0,0.0,Year,10008
1476,98550.0,Year,II,98550.0,115000.0,Year,10009
1477,106933.0,Year,IV,106933.0,0.0,Year,10010
1478,82202.0,Year,II,90000.0,0.0,Year,10011
1479,84947.0,Year,II,92000.0,0.0,Year,10012
1480,76606.0,Year,II,76606.0,86000.0,Year,10013
1481,60341.0,Year,I,60341.0,0.0,Year,10014
1482,53851.0,Year,I,60000.0,0.0,Year,10015
1483,94203.0,Year,III,94203.0,0.0,Year,10016
1484,110408.0,Year,No Record,110408.0,0.0,Year,10017
1485,58177.0,Year,No Record,58177.0,67475.0,Year,10018
1486,77709.0,Year,II,77709.0,0.0,Year,10019
1487,162510.0,Year,IV,185000.0,0.0,Year,10020
1488,106933.0,Year,IV,106933.0,0.0,Year,10021
1489,93600.0,Year,III,93600.0,0.0,Year,10022
1490,21.58,Hour,II,22.0,0.0,Hour,10023
1491,70533.0,Year,II,70533.0,0.0,Year,10024
1492,46946.0,Year,III,60000.0,0.0,Year,10025
1493,121763.0,Year,II,130340.0,0.0,Year,10026
1494,124174.0,Year,No Record,124174.0,0.0,Year,10027
1495,75566.0,Year,III,77750.0,0.0,Year,10028
1496,148221.0,Year,III,148221.0,221800.0,Year,10029
1497,201323.0,Year,III,235000.0,0.0,Year,10030
1498,120224.0,Year,IV,120224.0,0.0,Year,10031
1499,105040.0,Year,III,105040.0,0.0,Year,10032
1500,86382.0,Year,II,86382.0,86400.0,Year,10033
1501,67157.0,Year,II,69000.0,70000.0,Year,10034
1502,49338.0,Year,II,49338.0,0.0,Year,10035
1503,93600.0,Year,III,93600.0,0.0,Year,10036
1504,76794.0,Year,II,76794.0,0.0,Year,10037
1505,99986.0,Year,III,99986.0,101920.0,Year,10038
1506,105040.0,Year,III,105040.0,0.0,Year,10039
1507,38.62,Hour,II,41.65,0.0,Hour,10040
1508,45.58,Hour,II,46.0,49.7,Hour,10041
1509,93600.0,Year,III,93600.0,0.0,Year,10042
1510,97115.0,Year,III,97115.0,0.0,Year,10043
1511,78187.0,Year,II,78187.0,0.0,Year,10044
1512,111384.0,Year,III,111384.0,0.0,Year,10045
1513,82202.0,Year,II,82202.0,85000.0,Year,10046
1514,111176.0,Year,III,120000.0,0.0,Year,10047
1515,102336.0,Year,II,102336.0,0.0,Year,10048
1516,69077.0,Year,II,69077.0,91707.53,Year,10049
1517,78562.0,Year,II,90000.0,0.0,Year,10050
1518,88462.0,Year,IV,88462.0,126000.0,Year,10051
1519,78187.0,Year,II,78187.0,0.0,Year,10052
1520,99861.0,Year,III,99861.0,0.0,Year,10053
1521,70533.0,Year,II,70533.0,0.0,Year,10054
1522,83221.0,Year,II,90000.0,0.0,Year,10055
1523,56181.0,Year,II,61000.0,0.0,Year,10056
1524,94037.0,Year,II,95000.0,0.0,Year,10057
1525,19.91,Hour,I,19.91,25.0,Hour,10058
1526,88254.0,Year,II,88254.0,88300.0,Year,10059
1527,1805.6,Bi-Weekly,III,2160.0,0.0,Bi-Weekly,10060
1528,145454.0,Year,IV,208000.0,0.0,Year,10061
1529,105040.0,Year,III,105040.0,0.0,Year,10062
1530,53851.0,Year,I,56160.0,0.0,Year,10063
1531,53851.0,Year,I,56160.0,0.0,Year,10064
1532,53851.0,Year,I,60000.0,0.0,Year,10065
1533,97760.0,Year,III,120000.0,0.0,Year,10066
1534,81952.0,Year,II,81952.0,0.0,Year,10067
1535,54540.0,Year,No Record,54540.0,0.0,Year,10068
1536,94806.0,Year,II,110000.0,0.0,Year,10069
1537,72800.0,Year,II,72800.0,0.0,Year,10070
1538,119933.0,Year,III,122000.0,142000.0,Year,10071
1539,113339.0,Year,III,114000.0,0.0,Year,10072
1540,71.86,Hour,IV,90.0,0.0,Hour,10073
1541,130894.0,Year,II,131000.0,0.0,Year,10074
1542,75610.0,Year,II,108675.0,0.0,Year,10075
1543,84510.0,Year,II,85000.0,0.0,Year,10076
1544,80330.0,Year,II,89400.0,95300.0,Year,10077
1545,79498.0,Year,II,90900.0,94300.0,Year,10078
1546,101754.0,Year,II,150000.0,0.0,Year,10079
1547,120224.0,Year,III,120224.0,174200.0,Year,10080
1548,127400.0,Year,IV,145000.0,0.0,Year,10081
1549,84552.0,Year,II,84552.0,0.0,Year,10082
1550,80163.0,Year,II,102000.0,124000.0,Year,10083
1551,87485.0,Year,II,89500.0,99300.0,Year,10084
1552,119475.0,Year,IV,119475.0,212500.0,Year,10085
1553,97760.0,Year,I,97760.0,97765.0,Year,10086
1554,78229.0,Year,II,90000.0,0.0,Year,10087
1555,70179.0,Year,II,97200.0,99500.0,Year,10088
1556,94037.0,Year,II,96300.0,99800.0,Year,10089
1557,82680.0,Year,II,102300.0,0.0,Year,10090
1558,50565.0,Year,I,50565.0,0.0,Year,10091
1559,101754.0,Year,II,101754.0,125000.0,Year,10092
1560,68515.0,Year,II,68515.0,0.0,Year,10093
1561,78562.0,Year,II,105000.0,0.0,Year,10094
1562,95555.0,Year,III,95555.0,95655.0,Year,10095
1563,87859.0,Year,II,90600.0,98400.0,Year,10096
1564,92082.0,Year,II,92082.0,0.0,Year,10097
1565,101754.0,Year,II,111754.0,116754.0,Year,10098
1566,46946.0,Year,III,60000.0,0.0,Year,10099
1567,109845.0,Year,II,119845.0,122845.0,Year,10100
1568,46946.0,Year,III,60000.0,0.0,Year,10101
1569,87422.0,Year,II,91500.0,97300.0,Year,10102
1570,72654.0,Year,II,87300.0,93200.0,Year,10103
1571,76856.0,Year,II,88400.0,93200.0,Year,10104
1572,130146.0,Year,II,145000.0,0.0,Year,10105
1573,94037.0,Year,II,96900.0,99800.0,Year,10106
1574,111384.0,Year,III,111384.0,0.0,Year,10107
1575,163883.0,Year,IV,250300.0,0.0,Year,10108
1576,77792.0,Year,III,148500.0,0.0,Year,10109
1577,88608.0,Year,II,95100.0,99900.0,Year,10110
1578,120224.0,Year,III,120224.0,174200.0,Year,10111
1579,130894.0,Year,II,131000.0,0.0,Year,10112
1580,100027.0,Year,II,100027.0,125155.0,Year,10113
1581,94037.0,Year,II,94037.0,0.0,Year,10114
1582,162510.0,Year,IV,220000.0,0.0,Year,10115
1583,78499.0,Year,II,78499.0,0.0,Year,10116
1584,20.93,Hour,I,20.93,21.0,Hour,10117
1585,46946.0,Year,III,60000.0,0.0,Year,10118
1586,98550.0,Year,II,98550.0,0.0,Year,10119
1587,84094.0,Year,II,84500.0,0.0,Year,10120
1588,121763.0,Year,II,121763.0,0.0,Year,10121
1589,72696.0,Year,II,73000.0,75000.0,Year,10122
1590,130894.0,Year,II,131000.0,0.0,Year,10123
1591,132.54,Hour,No Record,132.54,215.81,Hour,10124
1592,91790.0,Year,II,93400.0,99800.0,Year,10125
1593,66186.0,Year,II,66186.0,0.0,Year,10126
1594,59862.0,Year,II,90400.0,99300.0,Year,10127
1595,96678.0,Year,IV,113573.72,0.0,Year,10128
1596,139818.0,Year,IV,180000.0,0.0,Year,10129
1597,20.93,Hour,I,20.93,21.0,Hour,10130
1598,113526.0,Year,III,118800.0,0.0,Year,10131
1599,79914.0,Year,I,84000.0,0.0,Year,10132
1600,101754.0,Year,II,101754.0,102147.96,Year,10133
1601,74027.0,Year,II,95300.0,99400.0,Year,10134
1602,69888.0,Year,II,86300.0,95200.0,Year,10135
1603,46946.0,Year,III,60000.0,0.0,Year,10136
1604,109845.0,Year,II,119845.0,122845.0,Year,10137
1605,46.37,Hour,III,47.64,0.0,Hour,10138
1606,87.56,Hour,No Record,87.56,234.65,Hour,10139
1607,152464.0,Year,II,180000.0,0.0,Year,10140
1608,94037.0,Year,II,94037.0,103000.0,Year,10141
1609,102376.0,Year,No Record,102376.0,150084.0,Year,10142
1610,19.56,Hour,I,19.56,21.0,Hour,10143
1611,151882.0,Year,IV,230000.0,0.0,Year,10144
1612,102294.0,Year,II,102294.0,0.0,Year,10145
1613,92539.0,Year,II,94300.0,98500.0,Year,10146
1614,68994.0,Year,II,69000.0,0.0,Year,10147
1615,36.38,Hour,II,36.38,0.0,Hour,10148
1616,82722.0,Year,No Record,82722.0,125070.0,Year,10149
1617,125424.0,Year,III,180000.0,0.0,Year,10150
1618,76003.0,Year,II,88700.0,96300.0,Year,10151
1619,101754.0,Year,II,111754.0,119754.0,Year,10152
1620,70075.0,Year,II,98900.0,99900.0,Year,10153
1621,19.56,Hour,I,19.56,21.0,Hour,10154
1622,70533.0,Year,III,100000.0,0.0,Year,10155
1623,84094.0,Year,II,120900.0,0.0,Year,10156
1624,124883.0,Year,IV,124883.0,138456.49,Year,10157
1625,46946.0,Year,III,60000.0,0.0,Year,10158
1626,57.66,Hour,III,90.0,0.0,Hour,10159
1627,101754.0,Year,II,111754.0,115754.0,Year,10160
1628,84718.0,Year,II,87600.0,89400.0,Year,10161
1629,156930.0,Year,No Record,186878.0,0.0,Year,10162
1630,129584.0,Year,IV,129584.0,209400.0,Year,10163
1631,110448.0,Year,IV,110500.0,120000.0,Year,10164
1632,90397.0,Year,II,105000.01,0.0,Year,10165
1633,108098.0,Year,III,110000.0,0.0,Year,10166
1634,69888.0,Year,II,94037.0,94038.0,Year,10167
1635,107765.0,Year,IV,160000.0,0.0,Year,10168
1636,94349.0,Year,III,94349.0,0.0,Year,10169
1637,98051.0,Year,III,105650.0,184000.0,Year,10170
1638,89128.0,Year,II,101754.0,0.0,Year,10171
1639,89669.0,Year,II,91000.0,0.0,Year,10172
1640,140920.0,Year,III,157219.28,0.0,Year,10173
1641,68744.0,Year,II,88234.0,0.0,Year,10174
1642,144726.0,Year,III,186500.0,0.0,Year,10175
1643,102669.0,Year,IV,102669.0,130000.0,Year,10176
1644,121763.0,Year,II,121763.0,0.0,Year,10177
1645,63000.0,Year,No Record,63000.0,64000.0,Year,10178
1646,116750.0,Year,III,145000.0,0.0,Year,10179
1647,133786.0,Year,IV,163596.0,0.0,Year,10180
1648,120224.0,Year,III,120224.0,0.0,Year,10181
1649,137779.0,Year,IV,137779.0,167400.0,Year,10182
1650,171226.0,Year,IV,210000.0,230000.0,Year,10183
1651,83699.0,Year,II,140000.0,0.0,Year,10184
1652,87235.0,Year,IV,151565.4,0.0,Year,10185
1653,98467.0,Year,II,98467.0,0.0,Year,10186
1654,136739.0,Year,II,174900.0,0.0,Year,10187
1655,87485.0,Year,II,130000.0,0.0,Year,10188
1656,137530.0,Year,II,165000.0,0.0,Year,10189
1657,104291.0,Year,I,104291.0,145000.0,Year,10190
1658,130894.0,Year,II,140000.0,0.0,Year,10191
1659,75691.0,Year,I,75691.0,115595.56,Year,10192
1660,82742.0,Year,II,82742.0,0.0,Year,10193
1661,79123.0,Year,II,79200.0,0.0,Year,10194
1662,78562.0,Year,II,84214.0,0.0,Year,10195
1663,157477.0,Year,III,190000.0,0.0,Year,10196
1664,109330.0,Year,No Record,109330.0,135000.0,Year,10197
1665,130894.0,Year,II,130894.0,188000.0,Year,10198
1666,125486.0,Year,III,180000.0,0.0,Year,10199
1667,87214.0,Year,III,110800.0,205800.0,Year,10200
1668,119475.0,Year,IV,119475.0,0.0,Year,10201
1669,107474.0,Year,III,145654.94,0.0,Year,10202
1670,101566.0,Year,II,101566.0,179530.0,Year,10203
1671,57660.0,Year,I,90000.0,0.0,Year,10204
1672,111176.0,Year,III,150000.0,0.0,Year,10205
1673,99091.0,Year,II,99091.0,115000.0,Year,10206
1674,125486.0,Year,III,150000.0,0.0,Year,10207
1675,90750.0,Year,II,91000.0,0.0,Year,10208
1676,131851.0,Year,IV,131851.0,148800.0,Year,10209
1677,46946.0,Year,III,60000.0,0.0,Year,10210
1678,94037.0,Year,II,94037.0,0.0,Year,10211
1679,122616.0,Year,IV,190000.0,0.0,Year,10212
1680,76003.0,Year,II,116100.0,0.0,Year,10213
1681,115898.0,Year,IV,115898.0,150500.0,Year,10214
1682,140920.0,Year,III,159269.0,0.0,Year,10215
1683,60780.0,Year,No Record,60780.0,0.0,Year,10216
1684,139818.0,Year,IV,180000.0,0.0,Year,10217
1685,93101.0,Year,IV,93101.0,0.0,Year,10218
1686,167710.0,Year,IV,195000.0,215000.0,Year,10219
1687,146744.0,Year,IV,188000.0,0.0,Year,10220
1688,153920.0,Year,II,160000.0,0.0,Year,10221
1689,168465.0,Year,No Record,168465.0,206608.0,Year,10222
1690,94037.0,Year,II,94037.0,140000.0,Year,10223
1691,94349.0,Year,III,94349.0,178600.0,Year,10224
1692,75067.0,Year,II,75067.0,92000.0,Year,10225
1693,80330.0,Year,II,81000.0,0.0,Year,10226
1694,57595.0,Year,III,156999.99,0.0,Year,10227
1695,122616.0,Year,IV,122616.0,0.0,Year,10228
1696,70741.0,Year,II,71000.0,122000.0,Year,10229
1697,73195.0,Year,III,110000.0,130000.0,Year,10230
1698,50107.0,Year,II,56499.96,0.0,Year,10231
1699,106766.0,Year,IV,133172.31,0.0,Year,10232
1700,62899.0,Year,II,62899.0,72000.0,Year,10233
1701,97760.0,Year,I,97760.0,0.0,Year,10234
1702,20.56,Hour,II,27.95,0.0,Hour,10235
1703,74984.0,Year,II,99000.0,0.0,Year,10236
1704,104187.0,Year,III,125000.0,136000.0,Year,10237
1705,121763.0,Year,II,156900.0,0.0,Year,10238
1706,92290.0,Year,II,94037.0,149311.0,Year,10239
1707,96907.0,Year,II,96907.0,100000.0,Year,10240
1708,45.58,Hour,II,57.38,57.39,Hour,10241
1709,69909.0,Year,I,79914.0,0.0,Year,10242
1710,94037.0,Year,II,95000.0,0.0,Year,10243
1711,118373.0,Year,III,118373.0,121074.0,Year,10244
1712,84032.0,Year,IV,84500.0,95000.0,Year,10245
1713,81869.0,Year,II,100000.0,130000.0,Year,10246
1714,83741.0,Year,I,105000.0,0.0,Year,10247
1715,132870.0,Year,IV,170000.0,0.0,Year,10248
1716,72634.0,Year,II,75000.0,0.0,Year,10249
1717,113339.0,Year,III,114461.0,0.0,Year,10250
1718,105040.0,Year,III,190000.0,0.0,Year,10251
1719,123906.0,Year,IV,150000.0,0.0,Year,10252
1720,112861.0,Year,III,120000.0,0.0,Year,10253
1721,73840.0,Year,II,80000.0,0.0,Year,10254
1722,109054.0,Year,III,109054.0,126000.0,Year,10255
1723,73757.0,Year,II,73757.0,103500.0,Year,10256
1724,99674.0,Year,IV,107906.0,179844.0,Year,10257
1725,99008.0,Year,III,185000.0,0.0,Year,10258
1726,98550.0,Year,II,98550.0,98551.0,Year,10259
1727,111550.0,Year,IV,111550.0,195300.0,Year,10260
1728,100090.0,Year,IV,150000.0,0.0,Year,10261
1729,119933.0,Year,III,125000.16,0.0,Year,10262
1730,114234.0,Year,IV,114234.0,124462.66,Year,10263
1731,121763.0,Year,II,129280.0,0.0,Year,10264
1732,97864.0,Year,II,97864.0,0.0,Year,10265
1733,146744.0,Year,IV,174667.0,0.0,Year,10266
1734,130894.0,Year,II,141000.0,0.0,Year,10267
1735,80933.0,Year,II,100000.0,0.0,Year,10268
1736,114423.0,Year,No Record,114423.0,175345.0,Year,10269
1737,124176.0,Year,II,124176.0,177450.0,Year,10270
1738,105040.0,Year,III,120000.0,0.0,Year,10271
1739,210050.0,Year,No Record,213091.0,286585.0,Year,10272
1740,167710.0,Year,IV,203073.51,0.0,Year,10273
1741,45.21,Hour,II,53.55,0.0,Hour,10274
1742,84094.0,Year,I,84094.0,97497.0,Year,10275
1743,128315.0,Year,IV,150000.0,180000.0,Year,10276
1744,94786.0,Year,III,94786.0,113006.0,Year,10277
1745,109845.0,Year,II,112845.0,118845.0,Year,10278
1746,58.54,Hour,II,60.0,0.0,Hour,10279
1747,90397.0,Year,II,91000.0,150000.0,Year,10280
1748,170893.0,Year,III,205000.0,0.0,Year,10281
1749,58094.0,Year,I,93700.0,0.0,Year,10282
1750,293307.0,Year,No Record,293307.0,0.0,Year,10283
1751,75338.0,Year,II,84200.0,0.0,Year,10284
1752,96200.0,Year,IV,110000.0,0.0,Year,10285
1753,217755.0,Year,IV,218000.0,228000.0,Year,10286
1754,136427.0,Year,IV,179457.8,0.0,Year,10287
1755,129584.0,Year,IV,158220.0,0.0,Year,10288
1756,208000.0,Year,No Record,220000.0,230000.0,Year,10289
1757,107931.0,Year,III,110000.0,120000.0,Year,10290
1758,59114.0,Year,I,62400.0,0.0,Year,10291
1759,46.37,Hour,III,47.0,0.0,Hour,10292
1760,119350.0,Year,II,170000.0,0.0,Year,10293
1761,144726.0,Year,III,150000.0,0.0,Year,10294
1762,114899.0,Year,IV,119000.0,0.0,Year,10295
1763,145454.0,Year,IV,145454.0,0.0,Year,10296
1764,94806.0,Year,I,94806.0,0.0,Year,10297
1765,70075.0,Year,II,70075.0,100682.0,Year,10298
1766,85946.0,Year,IV,86000.0,94000.0,Year,10299
1767,108680.0,Year,III,117686.0,136386.0,Year,10300
1768,105000.0,Year,No Record,105000.0,151513.0,Year,10301
1769,115274.0,Year,IV,123500.0,0.0,Year,10302
1770,114483.0,Year,III,114483.0,0.0,Year,10303
1771,88629.0,Year,II,94806.0,113339.0,Year,10304
1772,27.37,Hour,II,27.47,0.0,Hour,10305
1773,88608.0,Year,II,88608.0,178200.0,Year,10306
1774,52686.0,Year,II,65000.0,75000.0,Year,10307
1775,93891.0,Year,II,101800.0,123700.0,Year,10308
1776,118664.0,Year,IV,120000.0,0.0,Year,10309
1777,80122.0,Year,II,156900.0,0.0,Year,10310
1778,45240.0,Year,I,56400.0,63200.0,Year,10311
1779,61880.0,Year,I,81397.0,0.0,Year,10312
1780,61069.0,Year,IV,66248.0,0.0,Year,10313
1781,75670.0,Year,II,84000.0,0.0,Year,10314
1782,128315.0,Year,IV,130000.0,150000.0,Year,10315
1783,86632.0,Year,II,86632.0,86640.0,Year,10316
1784,146827.0,Year,III,165000.0,0.0,Year,10317
1785,80933.0,Year,II,82000.0,0.0,Year,10318
1786,93891.0,Year,II,93891.0,0.0,Year,10319
1787,106246.0,Year,III,127000.0,0.0,Year,10320
1788,85051.0,Year,II,98377.19,0.0,Year,10321
1789,201968.0,Year,IV,325000.0,0.0,Year,10322
1790,148158.0,Year,IV,165998.0,0.0,Year,10323
1791,154752.0,Year,IV,400000.0,0.0,Year,10324
1792,79955.0,Year,I,80000.0,0.0,Year,10325
1793,111176.0,Year,III,149000.0,0.0,Year,10326
1794,113485.0,Year,IV,153712.0,0.0,Year,10327
1795,161307.0,Year,No Record,161307.0,0.0,Year,10328
1796,58198.0,Year,II,58198.0,107000.0,Year,10329
1797,117874.0,Year,III,117874.0,150750.0,Year,10330
1798,101026.0,Year,III,117500.0,137500.0,Year,10331
1799,94037.0,Year,II,95000.0,120000.0,Year,10332
1800,187272.0,Year,No Record,194147.46,0.0,Year,10333
1801,101379.0,Year,III,105000.0,0.0,Year,10334
1802,123261.0,Year,IV,160008.0,0.0,Year,10335
1803,72384.0,Year,II,89502.0,105000.0,Year,10336
1804,111176.0,Year,III,120000.0,0.0,Year,10337
1805,92560.0,Year,II,92560.0,0.0,Year,10338
1806,71739.0,Year,II,71739.0,130717.0,Year,10339
1807,98550.0,Year,II,98550.0,0.0,Year,10340
1808,29.07,Hour,II,29.07,0.0,Hour,10341
1809,109138.0,Year,III,128423.0,135625.0,Year,10342
1810,123843.0,Year,III,125000.0,150000.0,Year,10343
1811,98779.0,Year,I,121411.25,0.0,Year,10344
1812,58.95,Hour,IV,58.95,59.0,Hour,10345
1813,84843.0,Year,II,94832.92,0.0,Year,10346
1814,84947.0,Year,I,135000.0,0.0,Year,10347
1815,95368.0,Year,II,160000.0,0.0,Year,10348
1816,44.56,Hour,II,44.75,0.0,Hour,10349
1817,83262.0,Year,II,98623.04,0.0,Year,10350
1818,118373.0,Year,III,118373.0,124473.0,Year,10351
1819,88629.0,Year,II,89000.0,150000.0,Year,10352
1820,54870.0,Year,I,70000.0,80000.0,Year,10353
1821,138382.0,Year,IV,165000.0,0.0,Year,10354
1822,133058.0,Year,IV,133058.0,138000.0,Year,10355
1823,109138.0,Year,III,125000.0,0.0,Year,10356
1824,96990.0,Year,IV,96990.0,120000.0,Year,10357
1825,50918.0,Year,I,51999.0,52000.0,Year,10358
1826,92082.0,Year,II,92082.0,92083.0,Year,10359
1827,143057.0,Year,No Record,170000.0,0.0,Year,10360
1828,55457.0,Year,II,61500.0,0.0,Year,10361
1829,76294.0,Year,I,77000.0,0.0,Year,10362
1830,162510.0,Year,IV,193736.0,0.0,Year,10363
1831,95264.0,Year,III,95264.0,0.0,Year,10364
1832,119475.0,Year,IV,190000.0,0.0,Year,10365
1833,81494.0,Year,II,81494.0,101000.0,Year,10366
1834,71032.0,Year,I,85000.0,95000.0,Year,10367
1835,75982.0,Year,II,75982.0,78000.0,Year,10368
1836,67.93,Hour,IV,75.0,79.0,Hour,10369
1837,49.09,Hour,I,49.09,0.0,Hour,10370
1838,114483.0,Year,III,114483.0,125000.0,Year,10371
1839,157477.0,Year,III,157477.0,227000.0,Year,10372
1840,79955.0,Year,I,113283.76,0.0,Year,10373
1841,119350.0,Year,II,162054.0,0.0,Year,10374
1842,81744.0,Year,II,88000.0,99000.0,Year,10375
1843,119933.0,Year,III,130000.0,170000.0,Year,10376
1844,83408.0,Year,II,95000.0,375000.0,Year,10377
1845,89835.0,Year,III,170000.0,0.0,Year,10378
1846,82888.0,Year,II,82888.0,127080.0,Year,10379
1847,75005.0,Year,II,83749.29,0.0,Year,10380
1848,127629.0,Year,I,127629.0,0.0,Year,10381
1849,95139.0,Year,III,125000.0,0.0,Year,10382
1850,95888.0,Year,III,112750.16,0.0,Year,10383
1851,91125.0,Year,II,91125.0,93000.0,Year,10384
1852,89835.0,Year,III,89835.0,0.0,Year,10385
1853,110677.0,Year,III,110677.0,0.0,Year,10386
1854,135283.0,Year,II,159245.0,211600.0,Year,10387
1855,68266.0,Year,I,80000.0,0.0,Year,10388
1856,99861.0,Year,II,99861.0,0.0,Year,10389
1857,67080.0,Year,I,72000.0,0.0,Year,10390
1858,42.06,Hour,II,42.06,42.1,Hour,10391
1859,117208.0,Year,IV,117208.0,131800.0,Year,10392
1860,109928.0,Year,IV,110000.0,0.0,Year,10393
1861,98779.0,Year,I,98779.0,0.0,Year,10394
1862,50939.0,Year,II,52000.0,53186.0,Year,10395
1863,48942.0,Year,I,58614.0,0.0,Year,10396
1864,90147.0,Year,III,120780.0,0.0,Year,10397
1865,58608.0,Year,No Record,67381.0,0.0,Year,10398
1866,89128.0,Year,II,90128.0,91900.0,Year,10399
1867,69826.0,Year,II,112990.0,0.0,Year,10400
1868,58552.0,Year,II,64700.0,112400.0,Year,10401
1869,117208.0,Year,IV,118000.0,156000.0,Year,10402
1870,141378.0,Year,IV,160000.0,0.0,Year,10403
1871,118893.0,Year,IV,118893.0,135000.0,Year,10404
1872,47070.0,Year,I,47070.0,0.0,Year,10405
1873,110822.0,Year,II,135000.0,0.0,Year,10406
1874,125757.0,Year,III,160000.0,0.0,Year,10407
1875,131206.0,Year,II,149000.0,0.0,Year,10408
1876,47611.0,Year,III,50169.0,0.0,Year,10409
1877,105581.0,Year,III,106000.0,126000.0,Year,10410
1878,71594.0,Year,I,72000.0,0.0,Year,10411
1879,174725.0,Year,No Record,180000.0,0.0,Year,10412
1880,92019.0,Year,II,105000.0,0.0,Year,10413
1881,122283.0,Year,IV,122283.0,157100.0,Year,10414
1882,94037.0,Year,II,94037.0,115000.0,Year,10415
1883,39.16,Hour,II,40.0,47.0,Hour,10416
1884,75442.0,Year,II,104000.0,0.0,Year,10417
1885,121680.0,Year,II,125000.0,0.0,Year,10418
1886,94037.0,Year,II,115000.0,0.0,Year,10419
1887,98925.0,Year,III,98925.0,154160.0,Year,10420
1888,157477.0,Year,III,157477.0,229000.0,Year,10421
1889,92851.0,Year,IV,161000.0,269000.0,Year,10422
1890,109595.0,Year,IV,109595.0,140000.0,Year,10423
1891,142438.0,Year,III,142438.0,0.0,Year,10424
1892,91749.0,Year,III,91749.0,92000.0,Year,10425
1893,78562.0,Year,II,78562.0,98494.0,Year,10426
1894,91770.0,Year,I,175000.0,0.0,Year,10427
1895,87485.0,Year,II,105000.0,0.0,Year,10428
1896,115384.0,Year,No Record,148000.0,0.0,Year,10429
1897,97425.0,Year,No Record,97425.0,127425.0,Year,10430
1898,104770.0,Year,III,125000.0,0.0,Year,10431
1899,121763.0,Year,II,121763.0,187000.0,Year,10432
1900,36.82,Hour,II,42.0,47.0,Hour,10433
1901,62920.0,Year,I,80953.6,0.0,Year,10434
1902,41.09,Hour,II,52.0,0.0,Hour,10435
1903,79955.0,Year,I,80000.0,0.0,Year,10436
1904,104770.0,Year,III,140000.0,0.0,Year,10437
1905,75442.0,Year,II,75442.0,0.0,Year,10438
1906,95472.0,Year,III,95472.0,97000.0,Year,10439
1907,56555.0,Year,I,56555.0,134992.7,Year,10440
1908,64168.0,Year,II,64168.0,0.0,Year,10441
1909,95181.0,Year,II,99000.0,128600.0,Year,10442
1910,46.37,Hour,III,50.28,0.0,Hour,10443
1911,101379.0,Year,III,120000.0,0.0,Year,10444
1912,68432.0,Year,II,88000.0,0.0,Year,10445
1913,82888.0,Year,II,82888.0,127080.0,Year,10446
1914,114899.0,Year,IV,115000.0,185000.0,Year,10447
1915,75691.0,Year,I,75691.0,0.0,Year,10448
1916,33571.0,Year,I,46772.81,0.0,Year,10449
1917,84094.0,Year,IV,130000.0,0.0,Year,10450
1918,129584.0,Year,II,130000.0,170000.0,Year,10451
1919,78562.0,Year,II,130700.0,0.0,Year,10452
1920,142438.0,Year,III,150000.0,0.0,Year,10453
1921,130333.0,Year,IV,167742.75,0.0,Year,10454
1922,212472.0,Year,III,230000.0,0.0,Year,10455
1923,157477.0,Year,III,160000.0,0.0,Year,10456
1924,104770.0,Year,III,140000.0,0.0,Year,10457
1925,81370.0,Year,II,81370.0,0.0,Year,10458
1926,167710.0,Year,IV,168000.0,195000.0,Year,10459
1927,101754.0,Year,II,110000.0,0.0,Year,10460
1928,71261.0,Year,I,80000.0,0.0,Year,10461
1929,87485.0,Year,II,87485.0,0.0,Year,10462
1930,167710.0,Year,IV,167710.0,219625.0,Year,10463
1931,86632.0,Year,II,86632.0,0.0,Year,10464
1932,84947.0,Year,II,84947.0,0.0,Year,10465
1933,37.36,Hour,II,40.0,0.0,Hour,10466
1934,136344.0,Year,III,144000.0,0.0,Year,10467
1935,149427.0,Year,II,149427.0,0.0,Year,10468
1936,122616.0,Year,IV,122616.0,125000.0,Year,10469
1937,99445.0,Year,III,99445.0,0.0,Year,10470
1938,51.61,Hour,I,75.0,0.0,Hour,10471
1939,97760.0,Year,I,97760.0,0.0,Year,10472
1940,92082.0,Year,II,94100.0,0.0,Year,10473
1941,57660.0,Year,I,90000.0,0.0,Year,10474
1942,92082.0,Year,II,92082.0,0.0,Year,10475
1943,171267.0,Year,IV,171267.0,0.0,Year,10476
1944,151154.0,Year,IV,151154.0,182158.0,Year,10477
1945,113399.0,Year,No Record,122200.0,183300.0,Year,10478
1946,56742.0,Year,II,63500.0,0.0,Year,10479
1947,102107.0,Year,II,125000.0,0.0,Year,10480
1948,130894.0,Year,II,130894.0,0.0,Year,10481
1949,48.62,Hour,III,52.16,90.0,Hour,10482
1950,130894.0,Year,II,130894.0,200000.0,Year,10483
1951,122616.0,Year,IV,132080.62,0.0,Year,10484
